Title,URL,Published Date,View Count,Like Count,Comment Count
【自然農法の畑】春菊･白菜の様子、収穫後のジャガイモ畝など:2018年12月16日農業記録,https://www.youtube.com/watch?v=BVPPVJ5DgxA,2018-12-19T11:31:31Z,4300,35,7
【タネの話】大根の収穫と固定種・F1品種について:2018年12月16日農業記録,https://www.youtube.com/watch?v=aStkYXvbA-I,2018-12-17T14:58:07Z,13208,136,16
【自然農法の畑】タネ採り用根菜類の移植について:2018年11月29日農業記録,https://www.youtube.com/watch?v=E26zVWZPSuE,2018-12-17T09:37:35Z,6195,49,4
【家庭菜園の畑作り】溝切りと畝立て･農具の使い方:2018年11月21日,https://www.youtube.com/watch?v=RU5q9JepXLQ,2018-12-14T13:05:18Z,17570,99,1
【設備作り】ビニールハウス内に育苗用の棚を作る,https://www.youtube.com/watch?v=WDp0pg75Q7Q,2018-12-13T10:57:35Z,8313,19,9
【虫と土の話】ニンニクの定植・生態系利用の話:2018年10月25日,https://www.youtube.com/watch?v=bucrzOJUddk,2018-12-02T16:37:48Z,7635,61,8
【畝作りの注意点】タマネギの定植:2018年11月13日農業記録,https://www.youtube.com/watch?v=G3YSieF6PNg,2018-11-27T15:58:47Z,61822,216,7
【自然農法の畑】秋蒔き野菜の途中経過:2018年11月13日農業記録,https://www.youtube.com/watch?v=XgW_t8yp71w,2018-11-20T13:29:16Z,4814,28,8
【栽培のコツ】ライ麦を生やして風と霜除けにする:2018年11月1日農業記録,https://www.youtube.com/watch?v=Hmq8hPRueKs,2018-11-15T13:26:59Z,10747,94,7
【栽培のコツ】モロヘイヤの頂芽優勢と混植について:2018年9月25日農業記録,https://www.youtube.com/watch?v=34m0k8FDF8M,2018-10-04T13:59:03Z,8063,29,4
【踏みつけ播種】自然農の種まき～秋編～2018年9月18日農業記録,https://www.youtube.com/watch?v=kqIvVKuuYTo,2018-09-25T14:11:56Z,10636,72,3
【苗作り】種まきから1ヶ月後の夏野菜苗の発芽状況:2018年3月20日農業記録,https://www.youtube.com/watch?v=mZuUtt52X_E,2018-09-21T03:06:14Z,3143,27,5
【土の話】3月1日:耕した土の弱点,https://www.youtube.com/watch?v=L6zup8uQvHs,2018-09-11T02:56:28Z,15978,112,5
【畑の手入れ】土の表面を草や刈草で覆うメリット:2018年2月27日/自然農法,https://www.youtube.com/watch?v=wIbISdTgryE,2018-09-10T13:31:43Z,25233,129,4
【畑の手入れ】2月27日:畝と畝間の補修作業について,https://www.youtube.com/watch?v=cKslMwWt-YA,2018-09-10T06:40:39Z,6735,46,1
【耕さない畝作り】スコップとレーキで畝を作る:2018年8月29日natural farming,https://www.youtube.com/watch?v=6VUczcmMZGw,2018-08-29T14:37:51Z,107198,435,14
【農具の使い方】備中鍬を使った土起こしと畝立て,https://www.youtube.com/watch?v=6b52IIgRz8g,2018-06-01T13:41:13Z,38388,272,9
夏野菜の育苗用土作り・焼き土で培養土を作る【育苗準備】2018年2月18日～4月,https://www.youtube.com/watch?v=nbI6hX4BHmM,2018-05-18T13:44:52Z,6999,57,6
《新畑開拓》③農具小屋作りと耕耘機で畝立て準備:2018年2月16日,https://www.youtube.com/watch?v=ZcXu_Gg_X4E,2018-05-13T13:51:04Z,10667,51,2
水やり不要で育つ種まきのやり方:2018年2月26日農業記録,https://www.youtube.com/watch?v=_yJERkpSaTQ,2018-04-15T14:06:46Z,31063,142,7
《新畑開拓》②耕耘機で溝切り：2018年1月19日,https://www.youtube.com/watch?v=hM8GWoRbUek,2018-03-27T12:49:26Z,18853,53,4
【自然農法】1月19日:自然農のニンジン・土と草と肥料の小話,https://www.youtube.com/watch?v=doLpJRjxp1k,2018-03-14T11:54:31Z,8531,64,4
《新畑開拓①》新しい畑の溝切り作業,https://www.youtube.com/watch?v=faKJUHEp3OQ,2018-03-13T14:13:39Z,19440,96,5
【ちょこ農】芽キャベツの手入れと収穫:2018年2月21日農業記録,https://www.youtube.com/watch?v=ML4FPVRJGF4,2018-03-02T11:47:47Z,6172,35,0
【農具の使い方】2月:レーキの使い方と畝について,https://www.youtube.com/watch?v=A0M3Cu-5c-M,2018-03-01T15:28:47Z,22796,86,2
【農具の使い方】平鍬の使い方に技名前付けて解説:2018年2月19日農業ユーチューバー,https://www.youtube.com/watch?v=QrrKSvqQ9ws,2018-02-20T11:16:53Z,9542,56,2
クワを使った畝の作り方:2018年2月19日農業ユーチューバー,https://www.youtube.com/watch?v=r0H138BQRwk,2018-02-19T13:08:34Z,109007,400,13
【定植】自然農のジャガイモの植え方と移植ゴテの使い方:2018年2月7日農業記録,https://www.youtube.com/watch?v=9RhKvrNXmVI,2018-02-16T13:55:29Z,6877,70,2
【自然農法の畑】1月15日:『肥料食い』の白菜も無肥料で育つのか？,https://www.youtube.com/watch?v=wRmV7kgHIpM,2018-02-11T12:30:17Z,9582,94,10
トマトの種採り方法,https://www.youtube.com/watch?v=EzEgWBZlZ5s,2018-02-11T10:46:42Z,9929,75,1
【ちょこっと自然農】チャンネル紹介！農業ユーチューバー：かーびー,https://www.youtube.com/watch?v=EPHc40OLEPY,2018-02-07T11:30:34Z,6800,128,5
色々な大根の収穫と比較-Japanese beautiful radish!-【自然農/natural farming】2019年12月25日,https://www.youtube.com/watch?v=_nRpf4n_1ZY,2019-12-28T23:18:52Z,2956,74,27
タマネギ、大根の畝の草取りとほうれん草の収穫と味見【natural farming】2019年12月25日,https://www.youtube.com/watch?v=ZSwLz65HjMw,2019-12-26T22:30:00Z,5928,89,16
《令和の牛飼い》③対談風に牧場のことを色々聞いてみた:2019年12月20日,https://www.youtube.com/watch?v=xSF1xKlcw3A,2019-12-25T11:25:41Z,3457,112,43
《令和の牛飼い》②山地酪農の考え方と山の手入れについて:2019年12月20日,https://www.youtube.com/watch?v=LHklXvDfl_s,2019-12-24T12:15:01Z,3965,100,21
《令和の牛飼い》①山地酪農に挑戦する若手酪農家を取材/インタビュー&山地酪農について,https://www.youtube.com/watch?v=Icvpn2Mpqnk,2019-12-22T22:30:00Z,7642,149,32
natural farming-自然農ジャガイモの収穫と選別作業-japanese potato harvest:2019年12月9日,https://www.youtube.com/watch?v=whGg8NjXm88,2019-12-21T01:00:04Z,2534,46,16
《古代小麦》④3回目の種蒔きと生えてきた草たちの話【自然栽培】2019年12月16日,https://www.youtube.com/watch?v=AjH-B6B6-ng,2019-12-19T07:23:15Z,2098,60,24
《土質の影響》サツマイモ収穫して見比べてたら色々出てきた【土と生き物】2019年12月11日,https://www.youtube.com/watch?v=dAR3Sd-Rg4g,2019-12-18T01:29:59Z,8038,98,27
白菜･レタス･キャベツ･不耕起畝に直蒔きした結球する野菜達の様子【自然農法】2019年12月16日,https://www.youtube.com/watch?v=HyMyuH0BU9U,2019-12-16T22:30:00Z,10311,111,28
《生ゴミの堆肥化》２年半溜めた生ゴミコンポスト開封!【裏庭菜園】2019年12月13日,https://www.youtube.com/watch?v=CfYnrX337fw,2019-12-14T23:00:05Z,216142,1173,87
畑に山芋(自然薯)ができてたのでトロロご飯にしてみた【収穫】2019年12月11日,https://www.youtube.com/watch?v=a2rY54lYqCk,2019-12-12T06:15:01Z,2919,53,23
農業系ユーチューバー･登録者5000人時点の収益と分析,https://www.youtube.com/watch?v=mJFEgHw9tto,2019-12-10T22:45:00Z,72136,579,85
無農薬･無肥料･マルチ無しで連作栽培したジャガイモの収穫【農業】2019年12月5日,https://www.youtube.com/watch?v=SWW9JTNI3_4,2019-12-06T06:00:05Z,16634,149,20
マルチも肥料も農薬も使わないサツマイモの収穫【無農薬無肥料】2019年12月4日,https://www.youtube.com/watch?v=HIuL_vKGLxg,2019-12-05T04:22:40Z,15135,124,15
《古代小麦》③麦踏みと初期除草について【スペルト小麦の栽培】2019年11月15-29日,https://www.youtube.com/watch?v=3DORc27eF34,2019-12-03T06:00:00Z,4139,54,6
ソラマメの種蒔き後の発芽と生育を比較･種の話【農業】2019年11月15-29日,https://www.youtube.com/watch?v=bedl2EnOWrg,2019-12-02T04:29:54Z,11152,66,8
【ちょこ農講座】第20回:緑肥を使った無肥料栽培の土作りのポイント《自然農法》2019年11月29日,https://www.youtube.com/watch?v=edsURGi9TbE,2019-11-29T08:34:15Z,76009,1451,80
エンドウの種蒔きとライ麦を脱穀･播種して霜除けにする【自家採種】2019年11月8-20日,https://www.youtube.com/watch?v=Qm1xFxicoIg,2019-11-28T07:00:04Z,3759,61,8
季節外れのピーマンとトマト、ジャガイモと大根収穫2019年11月21日,https://www.youtube.com/watch?v=b2IRMh_iaO4,2019-11-27T07:00:04Z,2397,39,6
【軽トラのタイヤ】スタッドレスタイヤ＆アルミホイール購入2019年11月25日,https://www.youtube.com/watch?v=ja3D9sPP31o,2019-11-25T22:49:27Z,14439,66,13
自家採種のニンジンと大根の収穫！種についての話2019年11月21日【農業ユーチューバー】,https://www.youtube.com/watch?v=x9Yaev5u_eE,2019-11-24T22:30:00Z,7479,102,18
【定植実験】イチゴの親株を移植しても育つのか？2019年11月13日農業ユーチューバー,https://www.youtube.com/watch?v=fS4hXPEHaEY,2019-11-19T00:06:48Z,8931,65,22
ジャンボニンニクの植え付けと各ニンニクの生育状況【農業記録】2019年11月4-15日,https://www.youtube.com/watch?v=P3chUKkAdDg,2019-11-16T23:00:06Z,7638,48,26
家庭菜園向き初期除草のやり方／玉ネギの過密植え実験：2019年10月30日11月15日,https://www.youtube.com/watch?v=aJjS-qA35vo,2019-11-16T01:41:35Z,5406,65,10
ハイゼットジャンボの高速道路走行レビュー【車載動画】2019年11月12日・軽トラ,https://www.youtube.com/watch?v=g2pdCt9pL8k,2019-11-14T03:35:35Z,25167,88,13
秋まきインゲンが実ったのと畑の様子【自然農法】2019年11月5日,https://www.youtube.com/watch?v=m_8gp6knSOY,2019-11-13T08:00:04Z,8283,76,14
新潟から持ち帰ったタマネギ苗の定植2019年11月4日【農業】,https://www.youtube.com/watch?v=AVJ8KkWLjGo,2019-11-11T06:16:54Z,2778,41,16
20年前の軽トラ･８代目ハイゼットの走行レビュー／2019年10月21日,https://www.youtube.com/watch?v=fcv5P6k5R2I,2019-11-10T12:40:21Z,4740,21,24
そら豆の種まき～ナスの木を風よけにして2019年11月1日【農業ユーチューバー】,https://www.youtube.com/watch?v=H0c4EowAqqg,2019-11-08T23:45:01Z,5227,53,21
《古代小麦栽培》②トマト畝を片付けて2回目の種まきと麦踏みについて:2019年10月30-31日,https://www.youtube.com/watch?v=vF6dXOI6N0Y,2019-11-08T08:00:08Z,2995,68,4
ナスの片付けと利用・有機物を漉き込むかについて【土作り】2019年11月5日,https://www.youtube.com/watch?v=-8MoL_J7_k4,2019-11-06T23:49:39Z,10420,198,34
新潟から持ち帰ったばぁちゃんの白ネギの定植【農業】2019年10月28日,https://www.youtube.com/watch?v=rPJoMj_Mubs,2019-11-05T11:47:58Z,3519,72,28
【失敗?】レタスとキャベツの踏みつけ種まきと生育の様子：2019年9月19日-10月28日,https://www.youtube.com/watch?v=U03Wc8VZDDw,2019-11-03T22:42:12Z,2649,37,8
自家採種のニンニクを色々なやり方で植えてみた【定植実験】2019年10月9-30日/農業ユーチューバー,https://www.youtube.com/watch?v=ioZwKweSLS0,2019-11-02T08:00:04Z,5056,82,31
気温の下がらない秋の畑／トウモロコシ･枝豆･大豆の収穫【農業記録】2019年10月4-8日,https://www.youtube.com/watch?v=FS-hgMNYJVg,2019-11-01T08:00:02Z,2615,37,16
《古代小麦の栽培》①スペルト小麦の種まきと発芽の様子:2019年10月9-21日【農業ユーチューバー】,https://www.youtube.com/watch?v=8TUu4W_fPQ0,2019-10-31T09:59:57Z,6547,115,26
〔春菊の話〕種類や特徴･種まきのポイントについて【無農薬栽培】2019年10月21日,https://www.youtube.com/watch?v=CyLE5RDZbjo,2019-10-29T09:00:02Z,27176,221,23
【ちょこ農講座】第19回《種子法と種苗法》①自家採種禁止?!〔後編〕今回の改正を不安に思わない理由：2019年10月24日,https://www.youtube.com/watch?v=bwa6trwtsYU,2019-10-25T08:32:34Z,3609,87,38
【ちょこ農講座】第18回《種子法と種苗法》①自家採種禁止?!〔前編〕育成者権を著作権に例えて解説：2019年10月24日農業ユーチューバー,https://www.youtube.com/watch?v=EhAQdpRUQ2Y,2019-10-24T10:46:56Z,5082,101,29
【家庭菜園実践編】⑩夏秋蒔き野菜と夏野菜の様子《My畑を作ろう!》2019年10月21日,https://www.youtube.com/watch?v=EDIQwQFdyL4,2019-10-22T06:16:09Z,3206,68,17
【家庭菜園実践編】⑨7～8月の夏秋野菜１ヶ月間の生育過程の様子《My畑を作ろう》2019年7月8月20日,https://www.youtube.com/watch?v=hcXsuihJja8,2019-10-20T09:00:04Z,5563,62,9
ネズミ被害発生!?サツマイモの話と収穫【自然農法の畑】2019年10月16日農業ユーチューバー,https://www.youtube.com/watch?v=wXWe8Anf5yo,2019-10-19T08:26:34Z,33898,196,31
ハイゼットトラックジャンボの低中速走行レビュー【軽トラ】2019年10月16日農業ユーチューバー,https://www.youtube.com/watch?v=o7rqMtUiDDY,2019-10-18T09:00:08Z,14249,50,29
現行モデルのハイゼット/２つのグレードの外観を比較【軽トラレビュー】2019年10月16日,https://www.youtube.com/watch?v=AX-WVAPksw4,2019-10-17T09:00:02Z,24540,89,18
百姓仲間に秋のピースファームを紹介!【自然農法の畑】2019年10月16日,https://www.youtube.com/watch?v=KwaS9GZ0En4,2019-10-16T22:10:44Z,8415,122,7
【新畑開拓】⑯草むらに戻った畑からカボチャを収穫!2019年8月17日農業ユーチューバー,https://www.youtube.com/watch?v=JzwRyli8pu8,2019-10-15T23:00:01Z,3547,72,11
ブロッコリーの踏みつけ種蒔き育苗から定植まで【農業記録】2019年9月14日～10月11日,https://www.youtube.com/watch?v=-vGnb486yz4,2019-10-12T23:00:00Z,7136,85,9
新車購入!ダイハツ･ハイゼットトラックジャンボの紹介と感想【軽トラ】2019年10月10日,https://www.youtube.com/watch?v=qmdrD5TD3ZA,2019-10-11T09:00:15Z,263130,839,148
無農薬無肥料栽培/自然農法のサツマイモを試し掘り【収穫】2019年10月9日,https://www.youtube.com/watch?v=8q6KCloy4os,2019-10-10T06:00:02Z,10528,80,22
コガネムシの幼虫を害虫化させないための注意点【虫の話】2019年10月8日:自然農法,https://www.youtube.com/watch?v=_iVb9XLiHpM,2019-10-09T07:51:25Z,104655,1260,105
小鎌と耕耘フォークでネギの草取りと土寄せ【農具の使い方】2019年10月4日,https://www.youtube.com/watch?v=WDraHJre5eE,2019-10-08T04:35:43Z,5044,52,16
土起こしの有無でホウレンソウの発芽と生育は変わるのか？【比較実験】2019年10月3日,https://www.youtube.com/watch?v=C9eoJKcxUsg,2019-10-06T08:00:00Z,26452,275,25
【草と虫の話】『雑草があると虫が湧く』『アブラナ科の無農薬栽培は難しい』について:2019年9月25、30日,https://www.youtube.com/watch?v=JJJ69RrBBWQ,2019-10-05T07:03:43Z,29069,385,68
【観察実験】アクリル板で土の中を観察②大豆の発芽と根の伸長:2019年9月21-30日,https://www.youtube.com/watch?v=wWlOxFbasVk,2019-10-04T09:00:11Z,4704,87,44
圧倒的農具の極み!?鍛冶屋特製のスコップがスゴイ【道具の話】2019年10月2日農業ユーチューバー,https://www.youtube.com/watch?v=SbWug0swTX4,2019-10-02T22:30:20Z,5697,70,32
サツマイモとジャガ芋の手入れと高温乾燥で虫食い多発のアブラナ科野菜:2019年10月1日,https://www.youtube.com/watch?v=WgLpL9uKWm0,2019-10-01T22:03:12Z,10251,90,17
ホウレンソウの踏みつけ種蒔きと２号地の様子【不耕起栽培】2019年9月16日,https://www.youtube.com/watch?v=ds3NX9TWt0I,2019-09-30T22:45:00Z,5205,70,13
踏みつけ種蒔きのメリット･デメリット/注意点について:2019年9月24日農業ユーチューバー,https://www.youtube.com/watch?v=8l5hmBLaEQ4,2019-09-28T09:00:00Z,5736,122,53
【土の話】耕すor不耕起・団粒構造と根穴構造の特徴について:2019年9月24日農チューバー,https://www.youtube.com/watch?v=VLXVw4BRJxE,2019-09-27T09:19:01Z,6663,107,20
自動で温度湿度を記録･グラフ化するデジタル温湿度計を紹介【商品レビュー】2019年9月25日,https://www.youtube.com/watch?v=km_Ph7Flbsk,2019-09-26T13:40:43Z,3897,34,23
雑草の高刈りの効果を検証【草刈り実験】2019年9月4-19日農業ユーチューバー,https://www.youtube.com/watch?v=d2LyyEc7FwI,2019-09-25T09:08:02Z,42331,241,41
玉ねぎの移植と草むらの中のジャガイモの収穫【無農薬無肥料】2019年9月11－13日農チューバー,https://www.youtube.com/watch?v=oNtwpfANQ8Y,2019-09-22T22:45:29Z,7246,80,33
不耕起畝を整備してラディッシュの種蒔き【農業】2019年9月10日,https://www.youtube.com/watch?v=ULdAToJCSSQ,2019-09-22T07:00:03Z,2916,57,17
【自由研究】アクリル板で土の中を観察する装置作ってみた①団粒構造と仕込みについて:2019年9月20日,https://www.youtube.com/watch?v=9AC-V2AnW9w,2019-09-21T04:00:01Z,3971,95,18
ナスの簡単な種採り方法はタイミングが大事【自家採種】2019年9月9日:農業ユーチューバー,https://www.youtube.com/watch?v=yGRib1FC1Hg,2019-09-20T01:48:10Z,50779,704,42
ナスの手入れと虫の話/虫食いは野菜の健康状態のバロメーター?【農業】2019年7月20日農チューバー,https://www.youtube.com/watch?v=jDKb5-pFk4Q,2019-09-18T22:13:37Z,8123,65,16
ジャガイモの穴ぼこ植え実験結果と干しネギ苗の定植【農業】2019年9月4-6日natural farming,https://www.youtube.com/watch?v=6-fXdq3ofhU,2019-09-16T23:00:02Z,3494,47,10
【種蒔きと畑の様子】インゲンの種蒔きと秋冬野菜の発芽状況など2019年9月12日,https://www.youtube.com/watch?v=xvTUu-Pn1rw,2019-09-14T09:00:11Z,5967,60,13
【農業資材】ビニールマルチのメリットと私が使わない理由2019年9月2日,https://www.youtube.com/watch?v=IzS9zjFfGaw,2019-09-13T01:02:02Z,28085,416,86
【草刈り】自然農法の難点･草に埋もれる野菜について2019年6月25日natural farming,https://www.youtube.com/watch?v=P8jcZKl454I,2019-09-12T08:00:05Z,13723,182,20
平鍬を使った草刈りと大豆の踏みつけ種蒔き【農業】2019年6月25日natural farming,https://www.youtube.com/watch?v=UbVsbuxSyMw,2019-09-10T12:57:10Z,2799,43,28
クワを使い分けて畝立て《後編》平鍬の使い方と仕上げ【農業】2019年6月24日,https://www.youtube.com/watch?v=9X1stFezkgc,2019-09-08T08:00:01Z,12018,106,12
クワを使い分けて畝立て《前編》レーキと備中鍬の使い方【農業】2019年6月24日,https://www.youtube.com/watch?v=qaGr5HJTQKk,2019-09-07T09:43:58Z,19327,173,21
農チューバーの装備品紹介＆機能解説【農作業の服装】2019年6月24日,https://www.youtube.com/watch?v=H3KF1lrGG00,2019-09-06T05:30:51Z,16022,278,42
ブロッコリーの直蒔き育苗とオクラの手入れなど【農業】2019年8月31日natural farming,https://www.youtube.com/watch?v=Fbz3sjK17D8,2019-09-04T08:00:03Z,7487,81,15
キュウリの種採り･放置と瓶発酵の２つの方法紹介【農業】2019年8月31日,https://www.youtube.com/watch?v=cgwzixXYGWs,2019-09-03T07:42:39Z,11008,103,20
ジャガイモ収穫のタイミングと掘り方･畝の整備:2019年6月20日natural farming,https://www.youtube.com/watch?v=wXv7hp8CC6U,2019-08-31T08:00:12Z,93227,483,19
ニンジンの踏みつけ種蒔きと発芽の様子･草マルチの注意点2019年8月20-29日natural farming,https://www.youtube.com/watch?v=EJgLs5yLBIg,2019-08-30T09:00:05Z,5598,57,11
草取り･草刈りの目的について【手入れ】2019年6月19日natural farming,https://www.youtube.com/watch?v=4nweFziQQBk,2019-08-29T13:01:59Z,10439,111,17
収穫したジャガ芋を種芋にして定植＆カボチャ100kg収穫!2019年8月26日natural farming,https://www.youtube.com/watch?v=rE-vwwwZ9Pc,2019-08-28T08:00:09Z,9726,117,23
三角ホーと六つ子を使って自然農的に大根の種蒔き【農具の使い方＆種蒔き】,https://www.youtube.com/watch?v=F8UYE_o1dVc,2019-08-26T08:00:00Z,10464,120,25
【家庭菜園実践編】⑧夏野菜の手入れとゴボウ・ニンジンの種蒔き《Ｍy畑を作ろう!》2019年7月2日,https://www.youtube.com/watch?v=yNkP3siASgQ,2019-08-21T10:16:02Z,6593,93,7
【家庭菜園実践編】⑦夏野菜の支柱作り･トマトの誘引と仕立てについて《Ｍy畑を作ろう!》2019年6月6-13日,https://www.youtube.com/watch?v=bIKNdLx8SHs,2019-08-20T22:00:10Z,7092,77,9
台風にも負けない?ナスの低位柵型支柱作りと収穫【設備作り】2019年8月9-19日,https://www.youtube.com/watch?v=0FzCAlFddSM,2019-08-19T23:27:43Z,3953,72,9
家庭菜園にもお勧め!トマトの種採り｢瓶発酵｣とトマトソース作り【自家採種･調理】2019年8月15-18日,https://www.youtube.com/watch?v=6PN22dzANqE,2019-08-18T22:00:00Z,8072,124,21
採ってきた竹でミニトマトと万願寺とうがらしの支柱作りとゆる誘引【設備･資材作り】2019年8月7日,https://www.youtube.com/watch?v=jH9JSb3VCOA,2019-08-16T06:00:05Z,4248,44,5
山の竹を竹割器と鉈を使って夏野菜用の支柱に加工する【資材･設備作り】2019年8月5日,https://www.youtube.com/watch?v=D6eazySMtp4,2019-08-15T10:35:24Z,12250,115,23
臼井健二さんのパーマカルチャーエコツアー【後編】畑と建物と設備の紹介･種の話：2019年8月12日,https://www.youtube.com/watch?v=kOgVxlZ_Zmw,2019-08-14T22:00:10Z,26754,604,55
臼井健二さんのパーマカルチャーエコツアー【前編】持続的な農的暮らし･自然農の種蒔き：2019年8月12日,https://www.youtube.com/watch?v=MQDDtNxV4vU,2019-08-13T14:01:18Z,45192,874,50
夏野菜の宅配セットと畑の様子･美味しいピーマンを見分けるポイント:2019年8月7日,https://www.youtube.com/watch?v=Ox4pGC6PhLM,2019-08-07T22:00:02Z,2850,41,18
パクチーの種採り・コリアンダーシードは日本でも作れる：2019年6月6日農業ユーチューバー,https://www.youtube.com/watch?v=HOLrUVt73pE,2019-08-06T22:30:00Z,9146,86,16
【設備作り】使い古しの竹でトマト用の支柱兼囲いを作る2019年6月4日農チューバー,https://www.youtube.com/watch?v=7AXE15S-i34,2019-08-03T08:00:00Z,2919,40,12
一輪車購入とジャガイモの植え方実験の経過と結果2019年6月3日,https://www.youtube.com/watch?v=NaKpglusvbw,2019-08-02T10:00:07Z,3397,56,8
ニンニクの収量比較とお勧めのハサミの紹介【収穫作業】2019年6月3日,https://www.youtube.com/watch?v=oRSuLEKgBAM,2019-08-01T10:00:07Z,26802,133,10
浜松のタマネギ農家取材④資材･設備と地域性が出る農具の紹介【農チューバーかーびー】,https://www.youtube.com/watch?v=PHXojSP6RvE,2019-07-31T22:00:00Z,4265,34,2
浜松のタマネギ農家取材③:慣行農法×有機栽培×自然農・変わり者農家３人で緑肥やら土の話【農チューバーかーびー】,https://www.youtube.com/watch?v=e6nxTHA5SBE,2019-07-31T10:00:06Z,3571,48,3
草むらから放任栽培のカボチャを収穫して食味チェック!2019年7月24-29日農チューバー,https://www.youtube.com/watch?v=8twsnaW8cSQ,2019-07-30T13:43:15Z,10842,99,19
【栽培実験】100倍の密度で植えたジャガイモの経過と結果！2019年7月16日,https://www.youtube.com/watch?v=2EGVUu75apM,2019-07-26T00:57:48Z,168036,1493,82
梅雨明けた？草刈り手入れとキュウリ･ピーマン･ナス･オクラを収穫！2019年7月23日,https://www.youtube.com/watch?v=WzCk0HApDgQ,2019-07-23T22:50:00Z,3292,52,12
SNSで販路開拓！タマネギを通常の3倍の値段で売る新規就農農家さん【農チューバーかーびー】2019年6月28日,https://www.youtube.com/watch?v=emQplWr_occ,2019-07-21T23:12:21Z,4116,40,9
新規就農で絶好調!若手タマネギ農家さんの圃場見学【農チューバーかーびー】2019年6月28日,https://www.youtube.com/watch?v=pK8smqbV6CQ,2019-07-19T03:30:27Z,3944,49,14
雨でも割れない自然農法のトマト20kg収穫して納品！2019年7月12日,https://www.youtube.com/watch?v=QLM-C02Pp0I,2019-07-16T22:00:02Z,27841,255,38
草むらの中からジャガイモとトマトを収穫する！2019年7月10日農業記録,https://www.youtube.com/watch?v=wnh0tXF6r6A,2019-07-12T23:00:14Z,9977,122,28
ミニトマトの放任栽培とキュウリが曲がる理由を収穫しながら解説：2019年7月6日農業記録,https://www.youtube.com/watch?v=w7tBKql_Bu8,2019-07-11T22:00:10Z,38886,309,69
櫓ネギの掘り出しとサツマイモの自然栽培･定植のポイント2019年5月29日,https://www.youtube.com/watch?v=z51UOKHg3Jg,2019-07-06T02:11:11Z,7283,91,20
【新畑開拓】⑮耕耘機とレーキで除草と土寄せ：2019年5月25日農業ユーチューバー,https://www.youtube.com/watch?v=Ou3SHAFSV68,2019-07-04T23:00:02Z,10214,77,25
柔らかい土の畝作り･草マルチの作り方･ジャガイモの土寄せ2019年5月23日自然農法,https://www.youtube.com/watch?v=WCYRnMCcBGM,2019-07-03T15:18:31Z,4388,49,13
自然農法のタマネギ収穫！無農薬玉葱が流通しにくい理由の推察2019年5月23日有機農業,https://www.youtube.com/watch?v=S2HX7fqk35Y,2019-07-02T22:00:03Z,8589,100,73
【土の話】不耕起･無肥料のメリット!収穫直後の畝を整備してナスの定植:2019年5月22日,https://www.youtube.com/watch?v=RXZwmJL1xc0,2019-07-01T13:03:44Z,21730,204,35
【種採り】ルッコラの自家採種・刈り取りから種出し選別まで2019年5月22-31日,https://www.youtube.com/watch?v=iVR_1Em4Nlw,2019-06-30T00:00:01Z,4479,66,28
夏のビニールハウス活用に山芋を栽培する【設備利用】2019年5月19日農チューバー,https://www.youtube.com/watch?v=webzK50TVEg,2019-06-28T10:00:16Z,3478,28,16
